#nbins 319 range 0.01 5.31734e+09
8.33439e+06 3.55757e-16 19 0
2.50032e+07 4.2315e-16 128 0
4.16719e+07 3.91866e-16 314 0
5.83407e+07 3.49756e-16 680 0
7.50095e+07 2.96628e-16 968 0
9.16783e+07 2.34507e-16 1634 0
1.08347e+08 1.6848e-16 2288 0
1.25016e+08 1.27112e-16 2798 0
1.41685e+08 9.11975e-17 3728 0
1.58353e+08 6.30721e-17 4712 0
1.75022e+08 4.6055e-17 5714 0
1.91691e+08 3.31871e-17 6872 0
2.0836e+08 2.45215e-17 8234 0
2.25028e+08 1.98022e-17 9312 0
2.41697e+08 1.63092e-17 10868 0
2.58366e+08 1.41366e-17 12746 0
2.75035e+08 1.19563e-17 13952 0
2.91704e+08 1.06411e-17 15962 0
3.08372e+08 9.27636e-18 17792 0
3.25041e+08 8.3288e-18 20024 0
3.4171e+08 7.4987e-18 21722 0
3.58379e+08 6.97137e-18 23840 0
3.75048e+08 6.40576e-18 26462 0
3.91716e+08 5.80437e-18 28784 0
4.08385e+08 5.37498e-18 31184 0
4.25054e+08 4.98153e-18 33530 0
4.41723e+08 4.68554e-18 36512 0
4.58391e+08 4.33902e-18 39090 0
4.7506e+08 4.0632e-18 42632 0
4.91729e+08 3.84002e-18 45260 0
5.08398e+08 3.54405e-18 48410 0
5.25066e+08 3.31332e-18 51536 0
5.41735e+08 3.07356e-18 54794 0
5.58404e+08 2.8511e-18 57608 0
5.75073e+08 2.66382e-18 62816 0
5.91742e+08 2.44925e-18 64970 0
6.0841e+08 2.2549e-18 69368 0
6.25079e+08 2.11474e-18 72758 0
6.41748e+08 1.95444e-18 77792 0
6.58417e+08 1.79475e-18 80720 0
6.75086e+08 1.65911e-18 85170 0
6.91754e+08 1.53899e-18 89288 0
7.08423e+08 1.42672e-18 94160 0
7.25092e+08 1.33036e-18 98234 0
7.41761e+08 1.23105e-18 102692 0
7.58429e+08 1.14519e-18 107786 0
7.75098e+08 1.06717e-18 112472 0
7.91767e+08 9.8298e-19 116720 0
8.08436e+08 9.2714e-19 122714 0
8.25105e+08 8.56988e-19 127184 0
8.41773e+08 8.0426e-19 132410 0
8.58442e+08 7.52338e-19 137804 0
8.75111e+08 7.03826e-19 143216 0
8.9178e+08 6.58067e-19 148514 0
9.08448e+08 6.22041e-19 153936 0
9.25117e+08 5.81583e-19 160634 0
9.41786e+08 5.45773e-19 166280 0
9.58455e+08 5.11855e-19 170600 0
9.75124e+08 4.84077e-19 178466 0
9.91792e+08 4.60182e-19 184052 0
1.00846e+09 4.3294e-19 189866 0
1.02513e+09 4.12664e-19 198104 0
1.0418e+09 3.90409e-19 200480 0
1.05847e+09 3.68447e-19 210962 0
1.07514e+09 3.50445e-19 215888 0
1.0918e+09 3.32191e-19 223298 0
1.10847e+09 3.16227e-19 229700 0
1.12514e+09 2.9884e-19 236192 0
1.14181e+09 2.83328e-19 244026 0
1.15848e+09 2.69287e-19 250880 0
1.17515e+09 2.54643e-19 256970 0
1.19182e+09 2.39698e-19 267968 0
1.20849e+09 2.27744e-19 271328 0
1.22516e+09 2.15672e-19 282290 0
1.24182e+09 2.03956e-19 289316 0
1.25849e+09 1.93219e-19 293642 0
1.27516e+09 1.83423e-19 305264 0
1.29183e+09 1.73003e-19 310664 0
1.3085e+09 1.63628e-19 322370 0
1.32517e+09 1.55275e-19 327992 0
1.34184e+09 1.47e-19 335984 0
1.35851e+09 1.3905e-19 345726 0
1.37517e+09 1.3197e-19 353264 0
1.39184e+09 1.25712e-19 361322 0
1.40851e+09 1.19326e-19 372224 0
1.42518e+09 1.13897e-19 378824 0
1.44185e+09 1.08007e-19 389522 0
1.45852e+09 1.03468e-19 399512 0
1.47519e+09 9.80443e-20 405374 0
1.49186e+09 9.31604e-20 416672 0
1.50852e+09 8.90713e-20 425264 0
1.52519e+09 8.47507e-20 434858 0
1.54186e+09 8.0592e-20 443264 0
1.55853e+09 7.67575e-20 456122 0
1.5752e+09 7.27987e-20 463832 0
1.59187e+09 6.96779e-20 474192 0
1.60854e+09 6.60957e-20 483566 0
1.62521e+09 6.27759e-20 493040 0
1.64187e+09 5.97469e-20 503570 0
1.65854e+09 5.68144e-20 514376 0
1.67521e+09 5.36997e-20 526184 0
1.69188e+09 5.1007e-20 534050 0
1.70855e+09 4.87469e-20 546008 0
1.72522e+09 4.61799e-20 555998 0
1.74189e+09 4.38407e-20 568160 0
1.75856e+09 4.16691e-20 578072 0
1.77522e+09 3.95845e-20 589490 0
1.79189e+09 3.75987e-20 599720 0
1.80856e+09 3.57609e-20 612674 0
1.82523e+09 3.39178e-20 624792 0
1.8419e+09 3.21912e-20 634184 0
1.85857e+09 3.058e-20 644750 0
1.87524e+09 2.90004e-20 657872 0
1.89191e+09 2.74645e-20 667802 0
1.90858e+09 2.60761e-20 680864 0
1.92524e+09 2.46249e-20 694928 0
1.94191e+09 2.33404e-20 704546 0
1.95858e+09 2.20642e-20 717152 0
1.97525e+09 2.09313e-20 726974 0
1.99192e+09 1.98559e-20 745232 0
2.00859e+09 1.88899e-20 755096 0
2.02526e+09 1.80255e-20 767162 0
2.04193e+09 1.72009e-20 778944 0
2.05859e+09 1.64257e-20 792080 0
2.07526e+09 1.56631e-20 808082 0
2.09193e+09 1.49194e-20 813104 0
2.1086e+09 1.42367e-20 834782 0
2.12527e+09 1.35152e-20 846200 0
2.14194e+09 1.27904e-20 854384 0
2.15861e+09 1.21248e-20 870746 0
2.17528e+09 1.15037e-20 885464 0
